,cur,est,actual,,,,,
2018-06-12,36100,35876.582,35250,626.5820313,223.418,850,0,0
2018-06-14,35250,35119.004,35350,230.9960938,130.996,-100,0,1
2018-06-15,35350,35213.82,34300,913.8203125,136.18,1050,0,0
2018-06-18,34300,34444.758,33650,794.7578125,-144.758,650,1,0
2018-06-19,33650,33554.242,33250,304.2421875,95.758,400,0,0
2018-06-20,33250,33088.06,31850,1238.058594,161.94,1400,0,0
2018-06-21,31850,31871.904,32100,228.0957031,-21.904,-250,0,0
2018-06-22,32100,31696.59,32800,1103.410156,403.41,-700,0,1
2018-06-25,32800,32665.146,32900,234.8535156,134.854,-100,0,1
2018-06-26,32900,32381.51,31550,831.5097656,518.49,1350,0,0
2018-06-27,31550,31403.973,31500,96.02734375,146.027,50,0,0
2018-06-28,31500,31094.857,31550,455.1425781,405.143,-50,0,1
2018-06-29,31550,31297.56,30700,597.5605469,252.44,850,0,0
2018-07-02,30700,30584.436,30800,215.5644531,115.564,-100,0,1
2018-07-03,30800,30528.504,30600,71.49609375,271.496,200,0,0
2018-07-04,30600,30348.516,30350,1.484375,251.484,250,0,0
2018-07-05,30350,30142.918,31350,1207.082031,207.082,-1000,0,1
2018-07-06,31350,30974.566,31350,375.4335938,375.434,0,0,0
2018-07-09,31350,31169.496,31600,430.5039063,180.504,-250,0,1
2018-07-10,31600,31413.44,31300,113.4394531,186.56,300,0,0
2018-07-11,31300,31029.076,30900,129.0761719,270.924,400,0,0
2018-07-12,30900,30747.047,31050,302.953125,152.953,-150,0,1
2018-07-13,31050,31013.305,30600,413.3046875,36.695,450,0,0
2018-07-16,30600,30426.752,30550,123.2480469,173.248,50,0,0
2018-07-17,30550,30201.393,30350,148.6074219,348.607,200,0,0
2018-07-18,30350,30169.46,30050,119.4609375,180.54,300,0,0
2018-07-19,30050,29936.754,31600,1663.246094,113.246,-1550,0,1
2018-07-20,31600,30927.615,31800,872.3847656,672.385,-200,0,1
2018-07-23,31800,31592.826,31550,42.82617187,207.174,250,0,0
2018-07-24,31550,31264.209,31800,535.7910156,285.791,-250,0,1
2018-07-25,31800,31475.787,31950,474.2128906,324.213,-150,0,1
2018-07-26,31950,31581.248,32200,618.7519531,368.752,-250,0,1
2018-07-27,32200,31855.27,32150,294.7304688,344.73,50,0,0
2018-07-30,32150,31782.164,32150,367.8359375,367.836,0,0,0
2018-07-31,32150,31951.477,32250,298.5234375,198.523,-100,0,1
2018-08-01,32250,31806.732,31900,93.26757813,443.268,350,0,0
2018-08-02,31900,31630.729,34000,2369.271484,269.271,-2100,0,1
2018-08-03,34000,33388.273,33400,11.7265625,611.727,600,0,0
2018-08-06,33400,33295.75,32900,395.75,104.25,500,0,0
2018-08-07,32900,32584.592,32950,365.4082031,315.408,-50,0,1
2018-08-08,32950,32638.102,32800,161.8984375,311.898,150,0,0
2018-08-09,32800,32595.902,33450,854.0976563,204.098,-650,0,1
2018-08-10,33450,33003.008,32300,703.0078125,446.992,1150,0,0
2018-08-13,32300,32276.469,32800,523.53125,23.531,-500,0,1
2018-08-14,32800,32158.053,31450,708.0527344,641.947,1350,0,0
2018-08-16,31450,31207.332,31400,192.6679688,242.668,50,0,0
2018-08-17,31400,31000.953,32200,1199.046875,399.047,-800,0,1
2018-08-20,32200,31718.523,32000,281.4765625,481.477,200,0,0
2018-08-21,32000,31842.11,31450,392.109375,157.89,550,0,0
2018-08-22,31450,31223.803,30500,723.8027344,226.197,950,0,0
2018-08-23,30500,30360.299,30750,389.7011719,139.701,-250,0,1
2018-08-24,30750,30341.756,31200,858.2441406,408.244,-450,0,1
2018-08-27,31200,30782.832,31350,567.1679688,417.168,-150,0,1
2018-08-28,31350,30930.682,32100,1169.318359,419.318,-750,0,1
2018-08-29,32100,31752.742,31750,2.7421875,347.258,350,0,0
2018-08-30,31750,31444.227,31850,405.7734375,305.773,-100,0,1
2018-08-31,31850,31449.969,31600,150.03125,400.031,250,0,0
2018-09-03,31600,31212.965,31600,387.0351563,387.035,0,0,0
2018-09-04,31600,31275.379,31500,224.6210938,324.621,100,0,0
2018-09-05,31500,31360.578,31400,39.421875,139.422,100,0,0
2018-09-06,31400,31175.51,31350,174.4902344,224.49,50,0,0
2018-09-07,31350,31001.299,31700,698.7011719,348.701,-350,0,1
2018-09-10,31700,31260.307,31200,60.30664063,439.693,500,0,0
2018-09-11,31200,31058.63,31400,341.3691406,141.37,-200,0,1
2018-09-12,31400,30911.293,30950,38.70703125,488.707,450,0,0
2018-09-13,30950,30806.19,32200,1393.810547,143.81,-1250,0,1
2018-09-14,32200,31753.824,31950,196.1757812,446.176,250,0,0
2018-09-17,31950,31682.238,31950,267.7617187,267.762,0,0,0
2018-09-18,31950,31407.492,31850,442.5078125,542.508,100,0,0
2018-09-19,31850,31439.99,31350,89.99023438,410.01,500,0,0
2018-09-20,31350,31006.7,31650,643.3007813,343.3,-300,0,1
2018-09-21,31650,31282.1,33250,1967.900391,367.9,-1600,0,1
2018-09-27,33250,32608.633,32800,191.3671875,641.367,450,0,0
2018-09-28,32800,32501.6,33000,498.4003906,298.4,-200,0,1
2018-10-01,33000,32559.135,33450,890.8652344,440.865,-450,0,1
2018-10-02,33450,33118.062,33400,281.9375,331.938,50,0,0
2018-10-04,33400,33068.062,33200,131.9375,331.938,200,0,0
2018-10-05,33200,32841.45,32400,441.4492188,358.55,800,0,0
2018-10-08,32400,32283.293,31350,933.2929688,116.707,1050,0,0
2018-10-10,31350,31242.676,28900,2342.675781,107.324,2450,0,0
2018-10-11,28900,28929.951,29100,170.0488281,-29.951,-200,0,0
2018-10-12,29100,28772.586,29150,377.4140625,327.414,-50,0,1
2018-10-15,29150,28959.344,29200,240.65625,190.656,-50,0,1
2018-10-16,29200,29137.244,30100,962.7558594,62.756,-900,0,1
2018-10-17,30100,29829.771,29450,379.7714844,270.229,650,0,0
2018-10-18,29450,29186.598,29250,63.40234375,263.402,200,0,0
2018-10-19,29250,28640.514,29800,1159.486328,609.486,-550,0,1
2018-10-22,29800,29151.426,29000,151.4257813,648.574,800,0,0
2018-10-23,29000,28609.47,29500,890.5292969,390.53,-500,0,1
2018-10-24,29500,29024.86,28950,74.859375,475.14,550,0,0
2018-10-25,28950,28476.697,27450,1026.697266,473.303,1500,0,0
2018-10-26,27450,27494.836,26550,944.8359375,-44.836,900,1,0
2018-10-29,26550,26773.023,27350,576.9765625,-223.023,-800,0,0
2018-10-30,27350,27199.809,28100,900.1914063,150.191,-750,0,1
2018-10-31,28100,27822.365,27750,72.36523438,277.635,350,0,0
2018-11-01,27750,27894.287,28450,555.7128906,-144.287,-700,0,0
2018-11-02,28450,28289.844,28350,60.15625,160.156,100,0,0
2018-11-05,28350,27978.738,28550,571.2617188,371.262,-200,0,1
2018-11-06,28550,28056.02,28950,893.9804688,493.98,-400,0,1
2018-11-07,28950,28631.137,29500,868.8632813,318.863,-550,0,1
2018-11-08,29500,29175.674,29300,124.3261719,324.326,200,0,0
2018-11-09,29300,28922.701,29400,477.2988281,377.299,-100,0,1
2018-11-12,29400,28878.994,29750,871.0058594,521.006,-350,0,1
2018-11-13,29750,29210.332,30500,1289.667969,539.668,-750,0,1
2018-11-14,30500,30161.924,30100,61.92382813,338.076,400,0,0
2018-11-16,30100,29750.547,30200,449.453125,349.453,-100,0,1
2018-11-19,30200,30044.924,30200,155.0761719,155.076,0,0,0
2018-11-20,30200,29755.684,30450,694.3164063,444.316,-250,0,1
2018-11-21,30450,30003.62,29750,253.6191406,446.38,700,0,0
2018-11-22,29750,29562.85,29500,62.84960938,187.15,250,0,0
2018-11-23,29500,29189.701,29950,760.2988281,310.299,-450,0,1
2018-11-26,29950,29487.725,30150,662.2753906,462.275,-200,0,1
2018-11-27,30150,29716.17,30000,283.8300781,433.83,150,0,0
2018-11-28,30000,29595.72,30300,704.2792969,404.28,-300,0,1
2018-11-29,30300,30033.229,30000,33.22851563,266.771,300,0,0
2018-11-30,30000,29692.246,30850,1157.753906,307.754,-850,0,1
2018-12-03,30850,30414.691,30250,164.6914063,435.309,600,0,0
2018-12-04,30250,30111.93,30400,288.0703125,138.07,-150,0,1
2018-12-05,30400,30002.197,30350,347.8027344,397.803,50,0,0
2018-12-06,30350,29973.756,30300,326.2441406,376.244,50,0,0
2018-12-07,30300,29991.56,30100,108.4394531,308.44,200,0,0
2018-12-10,30100,29706.05,30150,443.9492187,393.95,-50,0,1
2018-12-11,30150,29832.223,30550,717.7773438,317.777,-400,0,1
2018-12-12,30550,30171.363,31150,978.6367188,378.637,-600,0,1
2018-12-13,31150,30763.195,31350,586.8046875,386.805,-200,0,1
2018-12-14,31350,30980.24,30850,130.2402344,369.76,500,0,0
2018-12-17,30850,30673.63,31600,926.3691406,176.37,-750,0,1
2018-12-18,31600,31045.31,32350,1304.689453,554.69,-750,0,1
2018-12-19,32350,31995.496,32850,854.5039063,354.504,-500,0,1
2018-12-20,32850,32279.393,32400,120.6074219,570.607,450,0,0
2018-12-21,32400,32179.443,31950,229.4433594,220.557,450,0,0
2018-12-24,31950,31547.83,31200,347.8300781,402.17,750,0,0
2018-12-26,31200,30840.646,31850,1009.353516,359.354,-650,0,1
2018-12-27,31850,31430.744,31350,80.74414063,419.256,500,0,0
2018-12-28,31350,31235.31,31000,235.3105469,114.69,350,0,0
2019-01-02,31000,30886.266,29950,936.265625,113.734,1050,0,0
2019-01-03,29950,29904.852,29900,4.8515625,45.148,50,0,0
2019-01-04,29900,29470.357,30900,1429.642578,429.643,-1000,0,1
2019-01-07,30900,30510.793,30050,460.7929688,389.207,850,0,0
2019-01-08,30050,30025.232,31150,1124.767578,24.768,-1100,0,1
2019-01-09,31150,30547.195,30300,247.1953125,602.805,850,0,0
2019-01-10,30300,30086.947,31100,1013.052734,213.053,-800,0,1
2019-01-11,31100,30583.133,31600,1016.867188,516.867,-500,0,1
2019-01-14,31600,31096.459,32300,1203.541016,503.541,-700,0,1
2019-01-15,32300,31853.096,32550,696.9042969,446.904,-250,0,1
2019-01-16,32550,32106.932,33550,1443.068359,443.068,-1000,0,1
2019-01-17,33550,33269.668,33600,330.3320313,280.332,-50,0,1
2019-01-18,33600,33255.664,33300,44.3359375,344.336,300,0,0
2019-01-21,33300,32995.8,33250,254.1992188,304.2,50,0,0
2019-01-22,33250,32948.617,34250,1301.382813,301.383,-1000,0,1
2019-01-23,34250,33862.1,34300,437.8984375,387.9,-50,0,1
2019-01-24,34300,34117.98,33850,267.9804688,182.02,450,0,0
2019-01-25,33850,33736.81,34100,363.1914063,113.19,-250,0,1
2019-01-28,34100,33689.93,34000,310.0703125,410.07,100,0,0
2019-01-29,34000,33553.586,34150,596.4140625,446.414,-150,0,1
2019-01-30,34150,33812.605,35150,1337.394531,337.395,-1000,0,1
2019-01-31,35150,34739.45,34000,739.4492188,410.55,1150,0,0
2019-02-01,34000,33921.996,34050,128.0039063,78.004,-50,0,1
2019-02-07,34050,33515.12,33200,315.1210938,534.88,850,0,0
2019-02-08,33200,32900.684,33350,449.3164063,299.316,-150,0,1
2019-02-11,33350,33095.83,33450,354.171875,254.17,-100,0,1
2019-02-12,33450,33030.734,33750,719.265625,419.266,-300,0,1
2019-02-13,33750,33381.76,33700,318.2382813,368.24,50,0,0
2019-02-14,33700,33155.61,33050,105.609375,544.39,650,0,0
2019-02-15,33050,32677.506,33550,872.4941406,372.494,-500,0,1
2019-02-18,33550,33150.965,33150,0.96484375,399.035,400,0,0
2019-02-19,33150,32897.953,33700,802.046875,252.047,-550,0,1
2019-02-20,33700,33307.727,34100,792.2734375,392.273,-400,0,1
2019-02-21,34100,33780.04,33800,19.9609375,319.96,300,0,0
2019-02-22,33800,33505.88,33550,44.12109375,294.12,250,0,0
2019-02-25,33550,33290.945,33850,559.0546875,259.055,-300,0,1
2019-02-26,33850,33371.066,32950,421.0664063,478.934,900,0,0
2019-02-27,32950,32721.428,32150,571.4277344,228.572,800,0,0
2019-02-28,32150,32145.443,31850,295.4433594,4.557,300,0,0
2019-03-04,31850,31697.828,32000,302.171875,152.172,-150,0,1
2019-03-05,32000,31628.143,31900,271.8574219,371.857,100,0,0
2019-03-06,31900,31678.408,31500,178.4082031,221.592,400,0,0
2019-03-07,31500,31379.518,30950,429.5175781,120.482,550,0,0
2019-03-08,30950,30822.977,30850,27.0234375,127.023,100,0,0
2019-03-11,30850,30430.305,31250,819.6953125,419.695,-400,0,1
2019-03-12,31250,30952.156,31600,647.84375,297.844,-350,0,1
2019-03-13,31600,31116.014,31750,633.9863281,483.986,-150,0,1
2019-03-14,31750,31355.156,31850,494.84375,394.844,-100,0,1
2019-03-15,31850,31460.652,32200,739.3476563,389.348,-350,0,1
2019-03-18,32200,31827.938,32100,272.0625,372.062,100,0,0
2019-03-19,32100,31725.715,31450,275.7148438,374.285,650,0,0
2019-03-20,31450,31163.89,31000,163.890625,286.11,450,0,0
2019-03-21,31000,30933.934,30950,16.06640625,66.066,50,0,0
2019-03-22,30950,30786.152,30650,136.1523438,163.848,300,0,0
2019-03-25,30650,30524.883,30800,275.1171875,125.117,-150,0,1
2019-03-26,30800,30632.533,30800,167.4667969,167.467,0,0,0
2019-03-27,30800,30671.97,30200,471.9707031,128.03,600,0,0
2019-03-28,30200,30072.281,30400,327.71875,127.719,-200,0,1
2019-03-29,30400,30085.191,30950,864.8085938,314.809,-550,0,1
2019-04-01,30950,30554.459,30600,45.54101563,395.541,350,0,0
2019-04-02,30600,30409.379,31550,1140.621094,190.621,-950,0,1
2019-04-03,31550,30885.107,31100,214.8925781,664.893,450,0,0
2019-04-04,31100,30752.506,31050,297.4941406,347.494,50,0,0
2019-04-05,31050,30713.482,31000,286.5175781,336.518,50,0,0
2019-04-08,31000,30718.494,30900,181.5058594,281.506,100,0,0
2019-04-09,30900,30592.215,31350,757.7851563,307.785,-450,0,1
2019-04-10,31350,30992.277,31050,57.72265625,357.723,300,0,0
2019-04-11,31050,30964.562,31250,285.4375,85.438,-200,0,1
2019-04-12,31250,30884.86,32350,1465.140625,365.14,-1100,0,1
2019-04-15,32350,31812.754,31850,37.24609375,537.246,500,0,0
2019-04-16,31850,31636.064,31650,13.93554688,213.936,200,0,0
2019-04-17,31650,31382.846,30900,482.8457031,267.154,750,0,0
2019-04-18,30900,30832.781,31150,317.21875,67.219,-250,0,1
2019-04-19,31150,30918.564,31350,431.4355469,231.436,-200,0,1
2019-04-22,31350,31420.592,30950,470.5917969,-70.592,400,1,0
2019-04-23,30950,30779.916,30250,529.9160156,170.084,700,0,0
2019-04-24,30250,30206.74,30100,106.7402344,43.26,150,0,0
2019-04-25,30100,29840.328,29950,109.671875,259.672,150,0,0
2019-04-26,29950,29744.336,30250,505.6640625,205.664,-300,0,1
2019-04-29,30250,29866.477,29600,266.4765625,383.523,650,0,0
2019-04-30,29600,29536.646,29300,236.6464844,63.354,300,0,0
2019-05-02,29300,28983.314,29100,116.6855469,316.686,200,0,0
2019-05-03,29100,28878.17,28600,278.1699219,221.83,500,0,0
2019-05-07,28600,28406.793,28750,343.2070313,193.207,-150,0,1
2019-05-08,28750,28396.004,28100,296.0039063,353.996,650,0,0
2019-05-09,28100,28031.11,28150,118.890625,68.89,-50,0,1
2019-05-10,28150,27921.838,27400,521.8378906,228.162,750,0,0
2019-05-13,27400,27318.752,27850,531.2480469,81.248,-450,0,1
2019-05-14,27850,27426.227,28200,773.7734375,423.773,-350,0,1
2019-05-15,28200,27828.299,27450,378.2988281,371.701,750,0,0
2019-05-16,27450,27330.807,26750,580.8066406,119.193,700,0,0
2019-05-17,26750,26750.455,26450,300.4550781,-0.455,300,1,0
2019-05-20,26450,26308.857,26550,241.1425781,141.143,-100,0,1
2019-05-21,26550,26233.53,26600,366.4707031,316.47,-50,0,1
2019-05-22,26600,26424.852,26150,274.8515625,175.148,450,0,0
2019-05-23,26150,26034.555,25850,184.5546875,115.445,300,0,0
2019-05-24,25850,25799.512,25850,50.48828125,50.488,0,0,0
2019-05-27,25850,25664.574,25800,135.4257813,185.426,50,0,0
2019-05-28,25800,25718.191,25350,368.1914063,81.809,450,0,0
2019-05-29,25350,25326.74,25400,73.25976563,23.26,-50,0,1
2019-05-30,25400,25189.62,25550,360.3808594,210.38,-150,0,1
2019-05-31,25550,25320.188,26200,879.8125,229.812,-650,0,1
2019-06-03,26200,25762.248,26150,387.7519531,437.752,50,0,0
2019-06-04,26150,26006.535,26050,43.46484375,143.465,100,0,0
2019-06-05,26050,25948.72,25800,148.7207031,101.28,250,0,0
2019-06-07,25800,25623.236,26250,626.7636719,176.764,-450,0,1
2019-06-10,26250,25923.02,26750,826.9804688,326.98,-500,0,1
2019-06-11,26750,26441.602,26750,308.3984375,308.398,0,0,0
2019-06-12,26750,26501.854,27050,548.1464844,248.146,-300,0,1
2019-06-13,27050,26610.83,26750,139.1699219,439.17,300,0,0
2019-06-14,26750,26474.258,26950,475.7421875,275.742,-200,0,1
2019-06-17,26950,26674.553,26900,225.4472656,275.447,50,0,0
2019-06-18,26900,26673.295,27250,576.7050781,226.705,-350,0,1
2019-06-19,27250,26953.568,27100,146.4316406,296.432,150,0,0
2019-06-20,27100,26911.898,26700,211.8984375,188.102,400,0,0
2019-06-21,26700,26587.86,26800,212.140625,112.14,-100,0,1
2019-06-24,26800,26520.998,26400,120.9980469,279.002,400,0,0
2019-06-25,26400,26272.85,26800,527.1503906,127.15,-400,0,1
2019-06-26,26800,26437.314,26950,512.6855469,362.686,-150,0,1
2019-06-27,26950,26653.88,26700,46.11914063,296.12,250,0,0
2019-06-28,26700,26484.88,27000,515.1191406,215.12,-300,0,1
2019-07-01,27000,26736.51,27100,363.4902344,263.49,-100,0,1
2019-07-02,27100,26833.326,26650,183.3261719,266.674,450,0,0
2019-07-03,26650,26513.578,27100,586.421875,136.422,-450,0,1
2019-07-04,27100,26724.508,27400,675.4921875,375.492,-300,0,1
2019-07-05,27400,27098.756,26700,398.7558594,301.244,700,0,0
2019-07-08,26700,26589.346,26150,439.3457031,110.654,550,0,0
2019-07-09,26150,25962.652,25900,62.65234375,187.348,250,0,0
2019-07-10,25900,25755.812,25950,194.1875,144.188,-50,0,1
2019-07-11,25950,25886.594,26050,163.40625,63.406,-100,0,1
2019-07-12,26050,25971.596,26000,28.40429688,78.404,50,0,0
2019-07-15,26000,25841.38,25850,8.619140625,158.62,150,0,0
2019-07-16,25850,25661.285,25650,11.28515625,188.715,200,0,0
2019-07-17,25650,25422.695,25200,222.6953125,227.305,450,0,0
2019-07-18,25200,25143.031,25850,706.96875,56.969,-650,0,1
2019-07-19,25850,25519.828,25700,180.171875,330.172,150,0,0
2019-07-22,25700,25560.064,25950,389.9355469,139.936,-250,0,1
2019-07-23,25950,25628.645,25500,128.6445313,321.355,450,0,0
2019-07-24,25500,25382.379,24900,482.3789062,117.621,600,0,0
2019-07-25,24900,24803.762,23950,853.7617188,96.238,950,0,0
2019-07-26,23950,23957.77,23300,657.7695313,-7.77,650,1,0
2019-07-29,23300,23336.576,23650,313.4238281,-36.576,-350,0,0
2019-07-30,23650,23494.441,23850,355.5585938,155.559,-200,0,1
2019-07-31,23850,23796.094,23600,196.09375,53.906,250,0,0
2019-08-01,23600,23573.488,23150,423.4882813,26.512,450,0,0
2019-08-02,23150,23075.143,22300,775.1425781,74.857,850,0,0
2019-08-05,22300,22330.129,21950,380.1289063,-30.129,350,1,0
2019-08-06,21950,21880.887,21450,430.8867188,69.113,500,0,0
2019-08-07,21450,21605.969,21850,244.03125,-155.969,-400,0,0
2019-08-08,21850,21729.676,21900,170.3242188,120.324,-50,0,1
2019-08-09,21900,21897.643,21700,197.6425781,2.357,200,0,0
2019-08-12,21700,21603.598,21900,296.4023438,96.402,-200,0,1
2019-08-13,21900,21898.516,22100,201.484375,1.484,-200,0,1
2019-08-14,22100,22055.986,21550,505.9863281,44.014,550,0,0
2019-08-16,21550,21396.676,22600,1203.324219,153.324,-1050,0,1
2019-08-19,22600,22210.861,22800,589.1386719,389.139,-200,0,1
2019-08-20,22800,22631.684,23050,418.3164063,168.316,-250,0,1
2019-08-21,23050,22787.557,23550,762.4433594,262.443,-500,0,1
2019-08-22,23550,23321.254,23650,328.7460938,228.746,-100,0,1
2019-08-23,23650,23388.395,23400,11.60546875,261.605,250,0,0
2019-08-26,23400,23283.47,23100,183.4707031,116.53,300,0,0
2019-08-27,23100,23028.822,23800,771.1777344,71.178,-700,0,1
2019-08-28,23800,23404.57,24200,795.4296875,395.43,-400,0,1
2019-08-29,24200,23894.654,24500,605.3457031,305.346,-300,0,1
2019-08-30,24500,24205.566,24450,244.4335938,294.434,50,0,0
2019-09-02,24450,24214.648,24500,285.3515625,235.352,-50,0,1
2019-09-03,24500,24225.6,24500,274.4003906,274.4,0,0,0
2019-09-04,24500,24100.16,24300,199.8398438,399.84,200,0,0
2019-09-05,24300,24106.475,24300,193.5253906,193.525,0,0,0
2019-09-06,24300,24143.941,24850,706.0585938,156.059,-550,0,1
2019-09-09,24850,24567.791,25000,432.2089844,282.209,-150,0,1
2019-09-10,25000,24738.924,25250,511.0761719,261.076,-250,0,1
2019-09-11,25250,25170.133,25850,679.8671875,79.867,-600,0,1
2019-09-16,25850,25529.795,25950,420.2050781,320.205,-100,0,1
2019-09-17,25950,25635.355,26000,364.6445313,314.645,-50,0,1
2019-09-18,26000,25700.81,25700,0.810546875,299.19,300,0,0
2019-09-19,25700,25519.742,25950,430.2578125,180.258,-250,0,1
2019-09-20,25950,25631.057,25650,18.94335938,318.943,300,0,0
2019-09-23,25650,25513.416,25750,236.5839844,136.584,-100,0,1
2019-09-24,25750,25474.46,25100,374.4609375,275.54,650,0,0
2019-09-25,25100,25062.91,25050,12.91015625,37.09,50,0,0
2019-09-26,25050,24900.902,24650,250.9023438,149.098,400,0,0
2019-09-27,24650,24674.707,25250,575.2929688,-24.707,-600,0,0
2019-09-30,25250,24862.904,25050,187.0957031,387.096,200,0,0
2019-10-01,25050,24959.145,24200,759.1445312,90.855,850,0,0
2019-10-02,24200,24193.209,24200,6.791015625,6.791,0,0,0
2019-10-04,24200,23955.268,24100,144.7324219,244.732,100,0,0
2019-10-07,24100,23954.432,24050,95.56835937,145.568,50,0,0
2019-10-08,24050,23824.535,23300,524.5351563,225.465,750,0,0
2019-10-10,23300,23276.133,23800,523.8671875,23.867,-500,0,1
2019-10-11,23800,23624.744,25100,1475.255859,175.256,-1300,0,1
2019-10-14,25100,24715.904,25000,284.0957031,384.096,100,0,0
2019-10-15,25000,24932.71,25050,117.2890625,67.29,-50,0,1
2019-10-16,25050,24844.02,24750,94.01953125,205.98,300,0,0
2019-10-17,24750,24605.398,24850,244.6015625,144.602,-100,0,1
2019-10-18,24850,24613.93,24900,286.0703125,236.07,-50,0,1
2019-10-21,24900,24735.135,25100,364.8652344,164.865,-200,0,1
2019-10-22,25100,24891.705,24300,591.7050781,208.295,800,0,0
2019-10-23,24300,24283.244,24400,116.7558594,16.756,-100,0,1
2019-10-24,24400,24124.309,24050,74.30859375,275.691,350,0,0
2019-10-25,24050,23955.164,24100,144.8359375,94.836,-50,0,1
2019-10-28,24100,24090.803,23800,290.8027344,9.197,300,0,0
2019-10-29,23800,23831.172,23550,281.171875,-31.172,250,1,0
2019-10-30,23550,23487.459,23750,262.5410156,62.541,-200,0,1
2019-10-31,23750,23554.127,23900,345.8730469,195.873,-150,0,1
2019-11-01,23900,23639.037,24550,910.9628906,260.963,-650,0,1
2019-11-04,24550,24232.777,24600,367.2226562,317.223,-50,0,1
2019-11-05,24600,24286.654,24600,313.3457031,313.346,0,0,0
2019-11-06,24600,24442.148,24900,457.8515625,157.852,-300,0,1
2019-11-07,24900,24600.955,24850,249.0449219,299.045,50,0,0
2019-11-08,24850,24617.297,24550,67.296875,232.703,300,0,0
2019-11-11,24550,24379.133,24950,570.8671875,170.867,-400,0,1
2019-11-12,24950,24653.621,25150,496.3789062,296.379,-200,0,1
2019-11-13,25150,24954.424,26150,1195.576172,195.576,-1000,0,1
2019-11-15,26150,25868.28,26300,431.7207031,281.72,-150,0,1
2019-11-18,26300,26082.914,25950,132.9140625,217.086,350,0,0
2019-11-19,25950,25719.143,25400,319.1425781,230.857,550,0,0
2019-11-20,25400,25249.168,25150,99.16796875,150.832,250,0,0
2019-11-21,25150,24991.459,24850,141.4589844,158.541,300,0,0
2019-11-22,24850,24744.111,25400,655.8886719,105.889,-550,0,1
2019-11-25,25400,25139.54,25400,260.4609375,260.46,0,0,0
2019-11-26,25400,25108.826,25100,8.826171875,291.174,300,0,0
2019-11-27,25100,24976.11,25050,73.890625,123.89,50,0,0
2019-11-28,25050,24825.248,24550,275.2480469,224.752,500,0,0
2019-11-29,24550,24436.47,24800,363.5292969,113.53,-250,0,1
2019-12-02,24800,24509.295,24550,40.70507813,290.705,250,0,0
2019-12-03,24550,24380.27,23900,480.2695313,169.73,650,0,0
2019-12-04,23900,23783.21,24050,266.7890625,116.79,-150,0,1
2019-12-05,24050,23868.777,24200,331.2226563,181.223,-150,0,1
2019-12-06,24200,24006.627,23950,56.62695313,193.373,250,0,0
2019-12-09,23950,23904.666,23900,4.666015625,45.334,50,0,0
2019-12-10,23900,23761.06,24100,338.9394531,138.94,-200,0,1
2019-12-11,24100,23840.885,24400,559.1152344,259.115,-300,0,1
2019-12-12,24400,24133.393,25100,966.6074219,266.607,-700,0,1
2019-12-13,25100,24722.455,25100,377.5449219,377.545,0,0,0
2019-12-16,25100,24925.76,25200,274.2402344,174.24,-100,0,1
2019-12-17,25200,24894.592,25050,155.4082031,305.408,150,0,0
2019-12-18,25050,24863.121,25300,436.8789062,186.879,-250,0,1
2019-12-19,25300,25002.354,25250,247.6464844,297.646,50,0,0
2019-12-20,25250,25030.83,25250,219.1699219,219.17,0,0,0
2019-12-23,25250,25091.195,25350,258.8046875,158.805,-100,0,1
2019-12-24,25350,25129.973,25600,470.0273438,220.027,-250,0,1
2019-12-26,25600,25342.56,25250,92.56054688,257.44,350,0,0
2019-12-27,25250,24979.535,25000,20.46484375,270.465,250,0,0
2019-12-30,25000,24864.117,24350,514.1171875,135.883,650,0,0
2020-01-02,24350,24295.338,24550,254.6621094,54.662,-200,0,1
2020-01-03,24550,24351.787,23500,851.7871094,198.213,1050,0,0
2020-01-06,23500,23544.385,23650,105.6152344,-44.385,-150,0,0
2020-01-07,23650,23530.994,22500,1030.994141,119.006,1150,0,0
2020-01-08,22500,22592.193,22550,42.19335938,-92.193,-50,0,0
2020-01-09,22550,22504.965,22650,145.0351563,45.035,-100,0,1
2020-01-10,22650,22524.158,22900,375.8417969,125.842,-250,0,1
2020-01-13,22900,22759.783,23550,790.2167969,140.217,-650,0,1
2020-01-14,23550,23239.02,23800,560.9804688,310.98,-250,0,1
2020-01-15,23800,23507.355,23700,192.6445313,292.645,100,0,0
2020-01-16,23700,23478.148,23600,121.8515625,221.852,100,0,0
2020-01-17,23600,23430.031,23600,169.96875,169.969,0,0,0
2020-01-20,23600,23383.79,23800,416.2109375,216.21,-200,0,1
2020-01-21,23800,23652.275,23750,97.72460938,147.725,50,0,0
2020-01-22,23750,23609.795,23500,109.7949219,140.205,250,0,0
2020-01-23,23500,23386.436,22300,1086.435547,113.564,1200,0,0
2020-01-28,22300,22326.963,22600,273.0371094,-26.963,-300,0,0
2020-01-29,22600,22516.973,22400,116.9726562,83.027,200,0,0
2020-01-30,22400,22502.395,21750,752.3945313,-102.395,650,1,0
2020-01-31,21750,22027.11,21400,627.109375,-277.11,350,1,0
2020-02-03,21400,21282.15,22000,717.8496094,117.85,-600,0,1
2020-02-04,22000,21809.53,22000,190.4707031,190.47,0,0,0
2020-02-05,22000,21897.566,23100,1202.433594,102.434,-1100,0,1
2020-02-06,23100,22790.5,23050,259.5,309.5,50,0,0
2020-02-07,23050,22751.342,23000,248.6582031,298.658,50,0,0
