prediction;test_price
66.06;85.0
66.23;84.13
66.22;84.19
65.81;85.72
65.51;86.73
66.34;86.99
67.18;87.55
67.43;87.73
67.71;88.45
68.01;88.11
68.25;88.23
68.06;88.73
67.97;88.77
68.14;87.95
67.8;86.71
67.24;87.93
66.83;87.68
67.3;87.12
67.1;86.42
66.92;87.58
66.45;88.75
66.25;89.02
66.61;90.28
66.53;90.75
67.28;90.49
67.77;91.07
67.72;91.52
68.1;90.76
68.39;90.27
68.17;89.85
67.94;88.53
67.75;88.06
67.1;88.96
66.46;89.88
66.9;90.33
67.52;90.53
67.98;91.23
68.09;90.31
68.46;90.42
68.32;91.22
68.3;90.8
68.78;90.25
69.11;91.19
69.39;90.78
69.63;91.02
69.53;90.06
69.88;88.81
69.37;89.34
68.79;87.17
68.21;88.1
67.22;90.18
67.03;97.06
67.59;98.37
70.38;97.77
71.73;97.49
71.73;97.68
71.69;97.63
71.51;99.27
71.68;99.83
72.14;99.78
72.51;99.54
72.38;99.56
72.02;100.2
71.98;100.62
72.03;100.31
72.37;101.17
72.39;100.21
72.55;99.75
72.33;101.48
72.06;101.92
73.01;101.17
73.68;100.66
73.74;99.5
73.65;100.88
73.28;98.8
73.52;98.61
72.63;102.71
72.41;102.01
73.72;102.9
73.61;102.51
73.78;103.47
73.27;102.9
73.54;103.92
73.11;103.71
73.39;102.65
73.31;100.63
72.97;100.86
72.39;101.09
72.07;101.7
72.31;100.52
72.34;101.05
72.23;101.59
72.24;101.23
71.93;101.04
71.79;101.93
71.57;102.32
71.8;102.5
72.27;102.08
72.74;102.22
72.96;102.53
73.2;103.6
73.69;102.25
73.65;103.71
73.19;103.2
73.52;103.45
73.15;104.46
72.8;104.97
72.83;105.57
72.97;105.34
73.17;105.24
73.03;104.19
73.1;105.92
72.73;106.41
73.26;106.2
73.79;105.15
74.08;104.71
73.71;105.53
73.59;104.08
73.63;104.69
72.71;104.64
72.47;105.35
72.43;105.71
72.6;105.74
72.87;105.96
72.94;105.61
73.15;105.79
72.95;105.67
72.85;104.88
72.87;105.77
72.6;105.93
72.64;105.77
72.7;106.34
72.81;106.14
72.92;106.54
72.79;105.71
72.92;105.71
72.57;104.74
72.55;104.0
72.24;105.42
72.03;106.01
72.91;105.37
73.12;105.59
73.26;106.44
73.49;106.85
73.86;108.51
74.33;107.93
74.8;108.8
75.11;109.65
75.26;109.03
75.92;109.68
75.7;110.2
75.71;108.34
76.25;109.39
75.76;110.98
75.92;110.82
76.19;111.53
75.91;112.88
75.97;111.04
76.27;111.43
75.77;112.24
75.83;113.79
76.11;113.6
76.2;114.03
75.91;114.78
76.26;114.57
76.77;115.27
76.92;115.01
77.23;115.03
77.61;114.52
77.74;114.62
77.38;113.99
77.56;114.19
77.51;115.52
76.95;115.7
77.54;115.67
77.65;116.75
77.65;117.3
77.98;106.54
78.18;104.64
74.95;105.41
73.1;107.0
72.89;104.11
73.3;103.13
72.63;103.64
72.65;103.3
72.62;105.12
72.99;103.08
73.89;102.61
73.96;96.41
73.88;95.28
72.29;91.92
71.39;92.43
70.04;95.65
69.62;98.49
71.26;98.78
72.74;98.21
72.92;95.92
72.79;98.22
71.39;98.31
70.84;97.33
71.02;100.26
70.82;98.23
71.65;98.9
71.22;100.71
71.51;100.08
71.96;99.7
71.67;100.21
71.73;100.44
71.54;99.13
71.62;99.68
70.69;98.79
70.59;97.91
70.1;96.99
70.0;96.68
69.94;94.94
70.43;95.83
69.77;98.51
70.07;98.97
71.73;99.29
72.85;100.1
73.69;100.03
74.6;99.66
74.56;100.84
73.87;101.75
74.12;102.51
74.0;102.75
73.99;101.92
74.16;104.0
73.85;104.34
73.81;105.52
73.79;105.88
74.91;106.12
74.97;109.17
74.73;109.01
75.48;109.43
75.31;109.67
74.8;110.22
74.63;110.89
75.37;109.64
76.04;110.89
75.93;111.37
76.65;109.17
77.0;108.92
76.12;111.5
76.32;112.22
77.15;113.19
77.29;112.32
77.14;112.02
77.13;110.7
77.24;111.74
77.24;111.94
77.49;113.88
77.51;114.43
77.63;115.74
77.7;115.11
77.93;113.7
78.12;114.39
77.39;110.98
77.1;109.38
75.67;111.23
74.29;109.89
74.53;107.85
74.13;110.12
73.37;109.73
73.33;108.42
72.97;107.45
72.05;107.45
71.3;104.81
71.18;106.08
69.64;108.81
69.35;110.39
70.3;108.66
70.99;104.5
70.19;103.4
69.16;103.55
68.59;102.41
67.83;102.7
67.36;104.04
67.29;103.88
67.78;103.16
67.97;101.94
68.29;99.9
67.75;97.88
67.13;97.36
66.33;96.53
66.08;96.28
66.03;96.93
66.16;98.43
66.87;95.54
68.17;96.15
67.75;91.09
68.08;91.16
66.82;89.77
66.61;91.21
65.76;94.0
65.91;92.44
67.25;93.39
67.19;91.5
67.68;90.74
67.1;92.96
66.58;92.31
67.26;90.34
67.36;92.3
66.8;92.58
67.44;91.09
67.85;89.37
67.32;89.56
66.56;86.19
67.08;87.61
65.35;88.43
65.52;90.13
66.27;92.65
66.82;92.33
67.62;92.17
67.7;93.49
67.94;92.53
68.42;92.58
68.71;92.79
69.0;92.46
68.6;92.67
68.59;94.73
68.71;94.1
69.44;95.87
68.54;95.54
69.37;96.42
69.38;94.9
69.58;94.74
68.81;94.14
68.85;95.01
67.87;95.86
68.71;95.3
69.49;95.5
69.4;96.62
70.12;96.24
70.75;95.52
70.62;94.66
69.69;93.94
69.13;94.31
68.24;95.16
68.21;95.23
67.95;95.95
67.91;96.34
68.47;96.11
68.51;95.73
67.92;94.1
67.48;94.57
66.36;93.29
65.65;93.54
65.02;93.39
64.55;94.44
64.62;96.51
65.35;95.68
65.92;95.64
65.65;98.45
65.45;99.57
66.63;100.18
66.95;99.83
67.19;100.67
67.59;101.45
67.52;101.76
67.96;102.13
68.58;100.92
68.74;100.17
68.3;101.24
67.58;100.68
67.67;100.57
67.59;101.79
67.57;102.39
68.25;102.19
68.65;103.41
68.3;99.23
68.05;98.67
66.98;97.52
66.66;97.36
66.26;96.95
65.97;96.04
65.83;95.47
65.72;96.8
65.48;96.22
65.36;96.54
66.22;96.88
66.55;96.83
66.7;97.29
67.23;96.25
67.71;95.58
67.56;95.77
67.35;95.8
67.89;95.83
68.19;95.41
68.11;95.11
68.6;94.92
69.18;94.43
69.76;94.65
69.14;95.46
68.87;95.33
69.79;95.44
69.69;96.04
70.3;96.59
71.05;95.87
71.46;95.84
71.6;96.06
72.27;92.86
73.4;91.56
72.42;93.18
71.56;94.08
71.44;94.9
72.12;95.1
72.52;94.74
72.15;95.51
71.86;96.16
72.43;97.35
72.33;97.7
72.76;97.91
73.39;97.6
73.4;97.69
73.2;97.52
72.02;97.86
71.51;97.2
71.25;95.98
70.35;95.77
69.76;95.48
69.54;95.17
68.62;94.48
67.56;94.13
67.14;93.72
66.46;93.76
66.0;93.36
65.93;92.84
65.61;93.9
65.17;92.99
65.4;93.64
65.7;93.56
66.46;94.46
66.44;95.63
66.39;95.54
66.68;94.63
66.5;94.88
66.29;94.67
65.97;94.66
66.09;94.44
65.32;94.19
65.43;93.68
64.79;93.78
64.56;93.63
64.66;93.37
64.4;93.04
64.19;92.7
64.08;92.69
63.81;92.3
63.57;92.11
63.38;92.26
63.43;91.66
63.69;91.57
63.29;91.94
62.84;90.31
63.57;91.5
63.11;90.58
63.52;90.15
63.27;90.39
62.96;90.45
62.91;90.51
63.47;90.83
63.58;90.28
63.7;91.28
63.83;91.14
63.43;89.86
63.45;89.63
63.64;90.09
63.41;89.7
63.86;90.74
63.72;90.38
64.18;90.48
64.13;90.34
63.9;90.71
64.38;90.38
64.64;90.38
65.0;89.76
65.16;89.32
65.39;89.04
65.32;89.22
65.44;88.76
65.86;89.09
66.11;89.83
66.09;89.93
66.67;90.91
67.02;91.24
68.19;90.63
68.44;91.36
68.32;91.87
68.41;91.71
69.39;90.57
69.91;90.28
69.89;89.81
69.63;91.24
69.17;90.34
69.42;92.27
69.44;92.22
70.32;92.48
70.69;92.79
70.8;95.45
70.81;95.68
72.01;95.47
72.32;96.86
72.29;97.1
73.21;96.0
73.09;95.4
72.65;95.48
72.22;96.02
72.31;96.56
72.0;96.71
71.88;97.39
71.77;96.86
71.38;96.68
71.43;96.25
71.11;97.68
71.0;98.36
71.42;99.66
71.85;101.8
72.35;103.26
73.56;102.47
74.22;102.26
74.69;102.46
74.61;102.79
74.11;102.32
74.1;103.69
73.23;103.85
73.37;103.94
73.43;103.81
72.92;103.54
72.36;103.56
72.23;102.7
71.82;102.96
71.1;102.62
