Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,6271.600098,6620.520020,6271.600098,6441.589844,4862.186035,609726
2000-01-05,6262.649902,6262.649902,5815.319824,5994.250000,4524.527832,767997
2000-01-06,6110.560059,6173.189941,5376.939941,5537.979980,4180.130859,783981
2000-01-07,5466.399902,5716.910156,5466.399902,5546.919922,4186.879395,755367
2000-01-10,5555.870117,5940.569824,5430.620117,5591.660156,4220.649414,740277
2000-01-11,6038.990234,6083.720215,5591.660156,5949.520020,4490.766113,1843707
2000-01-12,5824.270020,6217.919922,5690.069824,5743.750000,4335.448730,1052796
2000-01-13,5725.850098,5725.850098,5546.919922,5591.660156,4220.649414,784428
2000-01-14,5376.939941,5636.390137,5189.060059,5367.990234,4051.820557,1157752
2000-01-17,5376.939941,5537.979980,5278.520020,5350.100098,4038.316650,819301
2000-01-18,5323.259766,5421.669922,5054.859863,5189.060059,3916.762451,810136
2000-01-19,4920.660156,5099.589844,4473.319824,4518.060059,3410.283691,899219
2000-01-20,4401.750000,4670.149902,4169.140137,4652.259766,3511.578857,1162223
2000-01-21,4920.660156,5350.100098,4696.990234,5350.100098,4038.316650,1632455
2000-01-24,5725.850098,5788.479980,5448.509766,5529.029785,4173.375000,2671168
2000-01-25,5493.240234,5618.500000,5233.790039,5367.990234,4051.820557,1141545
2000-01-26,5367.990234,5520.080078,5233.790039,5233.790039,3950.524658,612185
2000-01-27,4831.189941,5412.720215,4831.189941,5251.680176,3964.029053,958348
2000-01-28,5350.100098,5448.509766,5260.629883,5278.520020,3984.287109,884689
2000-01-31,5198.000000,5287.470215,5063.799805,5269.580078,3977.540039,686626
2000-02-01,5278.520020,5359.040039,5180.109863,5278.520020,3984.287109,741954
2000-02-02,5278.520020,5949.520020,5278.520020,5725.850098,4321.937500,1797209
2000-02-03,5725.850098,6083.720215,5636.390137,5797.430176,4375.967285,1409578
2000-02-04,5797.430176,5797.430176,5797.430176,5797.430176,4375.967285,0
2000-02-07,5860.049805,5877.950195,5672.180176,5672.180176,4281.426758,909838
2000-02-08,5806.379883,5895.839844,5466.399902,5502.189941,4153.116211,769674
2000-02-09,5448.509766,5591.660156,5448.509766,5511.140137,4159.872559,744860
2000-02-10,5511.140137,5546.919922,5278.520020,5403.779785,4078.835205,874294
2000-02-11,5278.520020,5457.459961,5019.069824,5019.069824,3788.451660,524666
2000-02-14,4992.229980,5144.319824,4652.259766,4652.259766,3511.578857,630292
2000-02-15,4652.259766,4786.459961,4473.319824,4661.200195,3518.327393,565463
2000-02-16,4670.149902,4813.299805,4433.060059,4714.879883,3558.845215,584129
2000-02-17,4643.310059,4911.709961,4518.060059,4741.720215,3579.104736,1068109
2000-02-18,4831.189941,4893.819824,4544.899902,4580.680176,3457.550049,1172730
2000-02-21,4303.339844,4491.220215,4249.660156,4289.919922,3238.081299,856187
2000-02-22,4249.660156,4339.120117,3829.169922,3936.530029,2971.337891,2720013
2000-02-23,4070.729980,4527.000000,3945.469971,4312.279785,3254.958496,2188417
