Date,Open,High,Low,Close,Adj Close,Volume
2016-10-18,null,null,null,null,null,null
2016-10-19,17150.000000,18200.000000,17050.000000,17800.000000,17104.367188,1871286
2016-10-20,17950.000000,18150.000000,17600.000000,18050.000000,17344.597656,584819
2016-10-21,18100.000000,19200.000000,18000.000000,19050.000000,18305.517578,866412
2016-10-24,19150.000000,19450.000000,18850.000000,19400.000000,18641.839844,573417
2016-10-25,19400.000000,19850.000000,19050.000000,19650.000000,18882.068359,543584
2016-10-26,19650.000000,19650.000000,18850.000000,19250.000000,18497.701172,314883
2016-10-27,19100.000000,19350.000000,18850.000000,19200.000000,18449.656250,169601
2016-10-28,19050.000000,19150.000000,18500.000000,18650.000000,17921.150391,121367
2016-10-31,18500.000000,18950.000000,18250.000000,18900.000000,18161.378906,195913
2016-11-01,18500.000000,18700.000000,17850.000000,17850.000000,17152.414063,362183
2016-11-02,17950.000000,17950.000000,17150.000000,17500.000000,16816.091797,232445
2016-11-03,17350.000000,17900.000000,17350.000000,17650.000000,16960.230469,87308
2016-11-04,17550.000000,17700.000000,17300.000000,17650.000000,16960.230469,77373
2016-11-07,17700.000000,17900.000000,17650.000000,17800.000000,17104.367188,42235
2016-11-08,17850.000000,18000.000000,17650.000000,18000.000000,17296.552734,93059
2016-11-09,17950.000000,18000.000000,16950.000000,17450.000000,16768.046875,164619
2016-11-10,17550.000000,18000.000000,17550.000000,17650.000000,16960.230469,119527
2016-11-11,17900.000000,17900.000000,17500.000000,17850.000000,17152.414063,106923
2016-11-14,18150.000000,18200.000000,17800.000000,17900.000000,17200.460938,138474
2016-11-15,17800.000000,18000.000000,17650.000000,17950.000000,17248.505859,115130
2016-11-16,17900.000000,18000.000000,17750.000000,17850.000000,17152.414063,98735
2016-11-17,17850.000000,18100.000000,17750.000000,18000.000000,17296.552734,128811
2016-11-18,18100.000000,18100.000000,17200.000000,17550.000000,16864.138672,138780
2016-11-21,17600.000000,17600.000000,17100.000000,17350.000000,16671.955078,116394
2016-11-22,17350.000000,17450.000000,17050.000000,17350.000000,16671.955078,102890
2016-11-23,17350.000000,17600.000000,17200.000000,17550.000000,16864.138672,83128
2016-11-24,17450.000000,17500.000000,17000.000000,17250.000000,16575.863281,150750
2016-11-25,17200.000000,17250.000000,17000.000000,17150.000000,16479.769531,114343
2016-11-28,17100.000000,17150.000000,17000.000000,17150.000000,16479.769531,42742
2016-11-29,17100.000000,17250.000000,17050.000000,17250.000000,16575.863281,28446
2016-11-30,17250.000000,17250.000000,16950.000000,16950.000000,16287.586914,50944
2016-12-01,17150.000000,17150.000000,16950.000000,17000.000000,16335.632813,107204
2016-12-02,17000.000000,17050.000000,16950.000000,17000.000000,16335.632813,66753
