Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3912.129883,4323.379883,3901.580078,4217.930176,2956.512939,134474
2000-01-05,4217.930176,4344.470215,4028.120117,4281.200195,3000.861328,148319
2000-01-06,4323.379883,4407.729980,4070.300049,4112.479980,2882.598877,122003
2000-01-07,4038.669922,4133.569824,3964.850098,4049.209961,2838.250732,115175
2000-01-10,4070.300049,4312.830078,4059.760010,4217.930176,2956.512939,119537
2000-01-11,4101.939941,4281.200195,4101.939941,4217.930176,2956.512939,101898
2000-01-12,4133.569824,4207.379883,4059.760010,4059.760010,2845.645264,83643
2000-01-13,4059.760010,4059.760010,3922.669922,4007.030029,2808.684570,96920
2000-01-14,4007.030029,4059.760010,3901.580078,3933.219971,2756.948486,105739
2000-01-17,4017.580078,4323.379883,4007.030029,4112.479980,2882.598877,278573
2000-01-18,4017.580078,4133.569824,3922.669922,4007.030029,2808.684570,141254
2000-01-19,4007.030029,4007.030029,3543.060059,3543.060059,2483.469727,117973
2000-01-20,3479.790039,3585.239990,3332.159912,3405.979980,2387.385010,79707
2000-01-21,3543.060059,3732.870117,3332.159912,3511.429932,2461.298828,81746
2000-01-24,3026.360107,3564.149902,3026.360107,3395.429932,2379.990234,192654
2000-01-25,3437.610107,3458.699951,3247.800049,3247.800049,2276.510498,90281
2000-01-26,3247.800049,3332.159912,3163.449951,3258.350098,2283.905762,89570
2000-01-27,3321.620117,3743.409912,3289.979980,3743.409912,2623.902832,335805
2000-01-28,3817.219971,3901.580078,3606.330078,3711.780029,2601.732666,186537
2000-01-31,3585.239990,3796.139893,3374.340088,3701.229980,2594.337402,133668
2000-02-01,3806.679932,3901.580078,3659.050049,3680.139893,2579.554932,151164
2000-02-02,3648.510010,3753.959961,3648.510010,3690.689941,2586.949463,110291
2000-02-03,3711.780029,4239.020020,3701.229980,4239.020020,2971.295410,404986
2000-02-04,2816.120117,2816.120117,2816.120117,2816.120117,1973.929077,0
2000-02-07,4428.819824,4808.439941,4428.819824,4513.180176,3163.465088,535713
2000-02-08,4428.819824,4428.819824,3943.760010,3943.760010,2764.336426,218686
2000-02-09,3838.310059,4112.479980,3838.310059,3922.669922,2749.553223,160126
2000-02-10,3753.959961,3922.669922,3627.419922,3690.689941,2586.949463,104222
2000-02-11,3595.780029,3753.959961,3585.239990,3648.510010,2557.384033,124279
2000-02-14,3543.060059,3585.239990,3268.889893,3311.070068,2320.859131,150311
2000-02-15,3342.709961,3458.699951,3247.800049,3311.070068,2320.859131,94027
2000-02-16,3374.340088,3500.879883,3247.800049,3353.250000,2350.424561,88337
2000-02-17,3268.889893,3353.250000,3226.719971,3289.979980,2306.076416,70129
2000-02-18,3163.449951,3353.250000,3068.540039,3100.179932,2173.038086,126413
2000-02-21,3036.909912,3100.179932,2847.100098,2931.459961,2054.775391,141681
2000-02-22,2847.100098,3058.000000,2783.830078,2973.639893,2084.341064,192227
2000-02-23,3100.179932,3416.520020,2952.550049,3416.520020,2394.772949,271365
2000-02-24,3268.889893,3353.250000,2994.729980,3100.179932,2173.038086,142487
2000-02-25,3015.820068,3279.439941,2994.729980,3142.360107,2202.603516,114653
2000-02-28,3121.270020,3374.340088,3058.000000,3184.540039,2232.169434,173924
2000-02-29,3289.979980,3437.610107,3163.449951,3226.719971,2261.734619,167855
2000-03-01,2143.610107,2143.610107,2143.610107,2143.610107,1502.540527,0
2000-03-02,3300.530029,3395.429932,3173.989990,3311.070068,2320.859131,170747
2000-03-03,3311.070068,3775.050049,3226.719971,3490.340088,2446.516357,335852
2000-03-06,3395.429932,4007.030029,3395.429932,4007.030029,2808.684570,317075
2000-03-07,4112.479980,4471.000000,3880.489990,4028.120117,2823.468018,476111
2000-03-08,4007.030029,4629.180176,3859.399902,4629.180176,3244.774170,637280
