Date,Open,High,Low,Close,Adj Close,Volume
2013-09-16,13200.000000,15150.000000,11250.000000,15150.000000,14911.156250,427997
2013-09-17,15200.000000,16600.000000,12900.000000,12900.000000,12696.627930,707966
2013-09-23,13000.000000,13200.000000,11800.000000,11900.000000,11712.393555,159141
2013-09-24,12400.000000,12400.000000,11450.000000,11800.000000,11613.970703,128162
2013-09-25,11600.000000,13150.000000,11000.000000,11850.000000,11663.181641,302892
2013-09-26,11850.000000,13600.000000,11600.000000,13600.000000,13385.592773,262092
2013-09-27,14750.000000,15200.000000,13800.000000,13950.000000,13730.075195,379738
2013-09-30,14000.000000,14150.000000,12650.000000,12950.000000,12745.840820,103553
2013-10-01,12900.000000,13100.000000,11900.000000,12000.000000,11810.817383,98983
2013-10-02,12050.000000,12400.000000,11400.000000,11500.000000,11318.700195,99276
2013-10-04,11300.000000,11300.000000,10500.000000,10500.000000,10334.464844,67893
2013-10-07,10500.000000,10850.000000,10350.000000,10350.000000,10186.830078,37632
2013-10-08,10450.000000,11200.000000,10350.000000,10850.000000,10678.947266,47396
2013-10-10,10900.000000,11100.000000,10450.000000,10550.000000,10383.677734,30772
2013-10-11,10700.000000,10750.000000,10100.000000,10150.000000,9989.982422,34339
2013-10-14,10250.000000,10350.000000,9730.000000,9730.000000,9576.604492,36595
2013-10-15,9660.000000,9980.000000,9650.000000,9720.000000,9566.761719,15070
2013-10-16,9700.000000,10350.000000,9700.000000,9810.000000,9655.342773,23465
2013-10-17,9790.000000,9970.000000,9310.000000,9430.000000,9281.333984,25288
2013-10-18,9430.000000,9430.000000,9220.000000,9330.000000,9182.911133,22732
2013-10-21,9250.000000,9590.000000,9190.000000,9250.000000,9104.171875,12135
2013-10-22,9250.000000,9460.000000,9200.000000,9260.000000,9114.014648,10362
2013-10-23,9290.000000,10250.000000,9290.000000,9550.000000,9399.442383,55612
2013-10-24,9610.000000,9840.000000,9490.000000,9510.000000,9360.072266,20283
2013-10-25,9440.000000,9690.000000,9290.000000,9400.000000,9251.806641,24865
2013-10-28,9660.000000,9860.000000,9420.000000,9420.000000,9271.492188,19462
2013-10-29,9400.000000,9490.000000,9310.000000,9330.000000,9182.911133,7093
2013-10-30,9320.000000,9380.000000,9200.000000,9240.000000,9094.329102,16660
2013-10-31,9160.000000,9230.000000,8570.000000,8700.000000,8562.842773,28325
2013-11-01,8720.000000,8900.000000,8610.000000,8750.000000,8612.054688,8853
2013-11-04,8710.000000,8850.000000,8290.000000,8710.000000,8572.685547,4252
2013-11-05,8650.000000,8780.000000,8410.000000,8640.000000,8503.789063,4734
2013-11-06,8460.000000,8600.000000,8250.000000,8320.000000,8188.833008,7197
2013-11-07,8310.000000,8450.000000,8000.000000,8060.000000,7932.932617,3705
2013-11-08,8010.000000,8010.000000,7630.000000,7840.000000,7716.400879,14180
2013-11-11,7840.000000,7840.000000,7380.000000,7400.000000,7283.337402,13019
2013-11-12,7300.000000,8300.000000,7290.000000,7660.000000,7539.238281,4050
2013-11-13,7660.000000,7890.000000,7380.000000,7700.000000,7578.607910,2870
2013-11-14,7560.000000,7630.000000,7410.000000,7440.000000,7322.706543,2903
