Date,Open,High,Low,Close,Adj Close,Volume
2007-12-28,87834.898438,88406.203125,85978.296875,85978.296875,81886.109375,2836
2008-01-02,86549.500000,87834.898438,85692.601563,85692.601563,81614.000000,3910
2008-01-03,84121.601563,86406.703125,84121.601563,86406.703125,82294.125000,5297
2008-01-04,86692.398438,86835.203125,85121.296875,85978.296875,81886.109375,3805
2008-01-07,85692.601563,85692.601563,82550.601563,82836.203125,78893.562500,4324
2008-01-08,82693.398438,84264.398438,81408.000000,82264.898438,78349.453125,3872
2008-01-09,80836.703125,82122.101563,80408.203125,81408.000000,77533.335938,5678
2008-01-10,82836.203125,82836.203125,79979.796875,79979.796875,76173.101563,6893
2008-01-11,81979.296875,81979.296875,77837.500000,78265.898438,74540.781250,5934
2008-01-14,77123.398438,77409.000000,74266.898438,74266.898438,70732.117188,4604
2008-01-15,72838.703125,74266.898438,72553.101563,72553.101563,69099.898438,3900
2008-01-16,71410.500000,72695.898438,68554.101563,69982.296875,66651.445313,7635
2008-01-17,70267.898438,72695.898438,69982.296875,72695.898438,69235.882813,6897
2008-01-18,72124.601563,81408.000000,70839.203125,81408.000000,77533.335938,3623
2008-01-21,79694.101563,79694.101563,74838.203125,75695.101563,72092.343750,2997
2008-01-22,69982.296875,73981.296875,69125.398438,72838.703125,69371.906250,6655
2008-01-23,74838.203125,75695.101563,69125.398438,73838.500000,70324.117188,5542
2008-01-24,75409.500000,78123.101563,75409.500000,77123.398438,73452.664063,3658
2008-01-25,76552.101563,77980.296875,76266.398438,76837.703125,73180.562500,2521
2008-01-28,76837.703125,76837.703125,65983.296875,70982.101563,67603.664063,2370
2008-01-29,72124.601563,73981.296875,70696.398438,70982.101563,67603.664063,3413
2008-01-30,70982.101563,71410.500000,66126.101563,66840.203125,63658.902344,3329
2008-01-31,68125.601563,68125.601563,63412.500000,65126.398438,62026.671875,5521
2008-02-01,65983.296875,69696.703125,65983.296875,67697.203125,64475.113281,8707
2008-02-04,70267.898438,76837.703125,69268.203125,75552.296875,71956.343750,3560
2008-02-05,74266.898438,79408.500000,73838.500000,79408.500000,75629.000000,3060
2008-02-11,75838.000000,77409.000000,74981.000000,74981.000000,71412.234375,3490
2008-02-12,75838.000000,77123.398438,74838.203125,75123.898438,71548.328125,4131
2008-02-13,79979.796875,79979.796875,71696.203125,71981.796875,68555.773438,2885
2008-02-14,73695.601563,76266.398438,73410.000000,75980.796875,72364.429688,2024
2008-02-15,73981.296875,77123.398438,73981.296875,75980.796875,72364.429688,3144
2008-02-18,76980.500000,78551.601563,76266.398438,76837.703125,73180.562500,3840
2008-02-19,76837.703125,78694.398438,76837.703125,78551.601563,74812.890625,7632
2008-02-20,77409.000000,79837.000000,77409.000000,78265.898438,74540.781250,3483
2008-02-21,78408.703125,79837.000000,78408.703125,79694.101563,75901.007813,2790
2008-02-22,77837.500000,79122.898438,77694.601563,79122.898438,75356.984375,469
2008-02-25,78837.203125,80122.601563,78551.601563,80122.601563,76309.117188,2202
2008-02-26,79694.101563,80122.601563,78551.601563,79408.500000,75629.000000,2398
2008-02-27,78980.000000,79694.101563,77551.796875,77694.601563,73996.679688,1481
2008-02-28,76552.101563,81408.000000,76552.101563,81408.000000,77533.335938,6281
2008-02-29,80551.101563,80693.898438,79979.796875,80551.101563,76717.226563,2094
2008-03-03,76552.101563,77551.796875,76552.101563,76837.703125,73180.562500,4047
2008-03-04,76266.398438,76837.703125,74266.898438,74266.898438,70732.117188,3011
2008-03-05,74552.601563,75838.000000,74552.601563,74838.203125,71276.234375,1225
2008-03-06,75123.898438,77123.398438,75123.898438,76409.203125,72772.460938,2990
2008-03-07,75123.898438,75980.796875,73838.500000,74266.898438,70732.117188,2993
2008-03-10,73981.296875,73981.296875,70696.398438,70696.398438,67331.562500,2248
2008-03-11,70267.898438,71839.000000,68554.101563,71267.703125,67875.671875,2017
2008-03-12,72838.703125,74695.398438,72838.703125,73410.000000,69916.000000,2430
2008-03-13,73410.000000,75266.703125,72838.703125,74266.898438,70732.117188,4348
2008-03-14,75409.500000,78265.898438,75409.500000,76266.398438,72636.453125,4548
2008-03-17,74838.203125,75123.898438,71981.796875,73981.296875,70460.117188,4352
2008-03-18,73124.398438,74838.203125,73124.398438,74266.898438,70732.117188,5927
2008-03-19,75695.101563,76694.898438,75552.296875,75980.796875,72364.429688,3224
2008-03-20,74981.000000,76694.898438,74981.000000,75838.000000,72228.453125,6851
2008-03-21,76837.703125,77409.000000,76266.398438,77123.398438,73452.664063,2874
2008-03-24,77409.000000,77694.601563,76552.101563,77123.398438,73452.664063,4380
2008-03-25,77694.601563,78265.898438,76266.398438,76552.101563,72908.562500,3140
2008-03-26,76123.601563,79122.898438,75980.796875,78265.898438,74540.781250,7492
2008-03-27,78265.898438,79122.898438,77266.203125,79122.898438,75356.984375,4670
2008-03-28,78837.203125,80979.500000,78694.398438,79408.500000,75629.000000,10349
2008-03-31,79408.500000,79694.101563,77694.601563,78408.703125,74676.789063,3963
2008-04-01,79122.898438,84264.398438,78837.203125,83693.101563,79709.687500,16559
2008-04-02,85121.296875,86835.203125,83978.796875,84550.000000,80525.789063,6627
2008-04-03,85407.000000,85549.796875,83121.796875,84835.703125,80797.890625,4621
2008-04-04,85407.000000,85407.000000,83550.296875,85121.296875,81069.890625,4485
2008-04-07,84121.601563,87263.601563,84121.601563,85692.601563,81614.000000,6137
2008-04-08,85835.398438,85835.398438,83407.500000,84264.398438,80253.773438,5251
2008-04-10,84264.398438,84550.000000,80265.398438,83121.796875,79165.562500,4341
2008-04-11,82550.601563,85121.296875,81979.296875,85121.296875,81069.890625,9599
2008-04-14,84407.203125,86835.203125,83407.500000,83407.500000,79437.671875,11945
2008-04-15,83407.500000,84835.703125,82836.203125,84835.703125,80797.890625,4411
2008-04-16,85121.296875,85692.601563,84264.398438,84978.500000,80933.898438,2566
2008-04-17,86835.203125,86978.000000,85121.296875,85692.601563,81614.000000,4352
2008-04-18,85692.601563,85692.601563,84835.703125,85692.601563,81614.000000,5748
2008-04-21,86978.000000,89977.203125,86978.000000,89977.203125,85694.671875,10846
2008-04-22,90548.500000,94404.703125,84264.398438,84835.703125,80797.890625,25143
2008-04-23,83550.296875,85407.000000,81836.500000,83978.796875,79981.757813,16430
2008-04-24,84550.000000,85407.000000,83550.296875,83693.101563,79709.687500,6050
2008-04-25,83693.101563,85692.601563,83693.101563,84550.000000,80525.789063,4929
2008-04-28,84550.000000,85121.296875,82407.703125,82836.203125,78893.562500,5430
2008-04-29,82693.398438,83264.703125,80122.601563,80265.398438,76445.109375,4677
2008-04-30,79979.796875,80979.500000,79408.500000,80836.703125,76989.226563,3081
2008-05-01,null,null,null,null,null,null
2008-05-02,81693.601563,82264.898438,80408.203125,80979.500000,77125.226563,4103
2008-05-05,null,null,null,null,null,null
2008-05-06,80979.500000,80979.500000,79408.500000,79551.296875,75765.007813,3536
2008-05-07,79551.296875,79551.296875,76409.203125,77266.203125,73588.656250,7261
2008-05-08,75695.101563,77409.000000,75695.101563,76837.703125,73180.562500,3956
2008-05-09,75838.000000,76552.101563,74266.898438,75123.898438,71548.328125,4912
2008-05-12,null,null,null,null,null,null
2008-05-13,74266.898438,77123.398438,74266.898438,77123.398438,73452.664063,2437
2008-05-14,76552.101563,77694.601563,75838.000000,76552.101563,72908.562500,1996
2008-05-15,75695.101563,78408.703125,75695.101563,78265.898438,74540.781250,5346
2008-05-16,78265.898438,79122.898438,76694.898438,78551.601563,74812.890625,2213
2008-05-19,79837.000000,79979.796875,78265.898438,78265.898438,74540.781250,2006
2008-05-20,78265.898438,78980.000000,77837.500000,78265.898438,74540.781250,1250
2008-05-21,77837.500000,77837.500000,76266.398438,76694.898438,73044.554688,1827
2008-05-22,74981.000000,79979.796875,74981.000000,77837.500000,74132.781250,2832
2008-05-23,78265.898438,78694.398438,77409.000000,77980.296875,74268.773438,1680
2008-05-26,78123.101563,78123.101563,75695.101563,75980.796875,72364.429688,3140
2008-05-27,75409.500000,76837.703125,75409.500000,76694.898438,73044.554688,2090
2008-05-28,76837.703125,78551.601563,76837.703125,77409.000000,73724.679688,3175
2008-05-29,77694.601563,80693.898438,77694.601563,80693.898438,76853.218750,3238
2008-05-30,80693.898438,82836.203125,80693.898438,82836.203125,78893.562500,3252
2008-06-02,83835.898438,83835.898438,81122.296875,82979.000000,79029.562500,2349
2008-06-03,82979.000000,82979.000000,80693.898438,82264.898438,78349.453125,2220
2008-06-04,82264.898438,82550.601563,80551.101563,81550.796875,77669.335938,1708
2008-06-05,80836.703125,81979.296875,80836.703125,81550.796875,77669.335938,1817
2008-06-06,null,null,null,null,null,null
2008-06-09,79979.796875,80836.703125,78123.101563,80836.703125,76989.226563,991
2008-06-10,80836.703125,80836.703125,77694.601563,78265.898438,74540.781250,2846
